Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Best (product.metafields.custom.best),Featured Ingredients (product.metafields.custom.featured_ingredients),Gift (product.metafields.custom.gift),Hot deal (product.metafields.custom.hot_deal),How to Use (product.metafields.custom.how_to_use),New (product.metafields.custom.new),Specific Item Info (product.metafields.custom.specific_item_info),Why We Love It (product.metafields.custom.why_we_love_it),Product rating count (product.metafields.reviews.rating_count),Active ingredient (product.metafields.shopify.active-ingredient),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance level (product.metafields.shopify.fragrance-level),Moisturizer type (product.metafields.shopify.moisturizer-type),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
b-ready-blue-foundation-no-1-35ml,B. READY Blue Foundation No.1 35mL,"",B.READY,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup,Foundation,"",true,Color,No.1,,,,,,,,,0.0,shopify,100,deny,manual,28.69,38.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/df624b72-7baf-4169-a0c4-39f1ad9fe5fb_c642cf4c-e295-4f3e-a13c-24c4e0916317.jpg?v=1742859593,1,"",false,,,,,,,,,,,,,,,"The multi-size powder is used smooth out curvy edges such as large pores or blackheads.A powder to target sebum oil and an ultra-porous powder to absorb oil are applied to prevent any flaws from removed makeup.B.READY's unique skin solution helps restore moisture and vitality to male skin which easily loses its moisture balance. Blue Chamomilla Recutita (Matricaria) soothes the skin, Blue Mineral Water supplies moisture to the skin, and Hyaluronic Acid has a moisturizing effect, keeping makeup comfortable and healthier the more you use it.",,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f3e5e486-afaf-4bab-841e-4837e19982df.jpg?v=1742726107"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>35ml</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, 12 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>Shake well before use and apply an appropriate amount (the size of a â€˜smileâ€™ on the cap) evenly to your face. <br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Cosvision Corp. / Amorepacific Corporation</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>For Heroes 01 Stone Water, Titanium Dioxide, Isododecane, Dimethicone, Homosalate, Alcohol Denat., Methyl Trimethicone, Cyclopentasiloxane, Ethylhexyl Salicylate, Dipropylene Glycol, Polymethylsilsesquioxane, Caprylyl Methicone, Lauryl PEG-8 Dimethicone, Butylene Glycol, Niacinamide, Iron Oxide Yellow, PEG-10 Dimethicone, Cyclohexasiloxane, Disteardimonium Hectorite, Mica, HDI/Trimethylol Hexyllactone Crosspolymer, Sorbitan Sesquioleate, Magnesium Sulfate, Acrylates/Polytrimethylsiloxymethacrylate Copolymer, Triethoxycaprylylsilane, Aluminum Hydroxide, Iron Oxide Red, Dimethicone/Vinyl Dimethicone Crosspolymer, Caprylyl Glycol, Silica Dimethyl Silylate, Fragrance, Ethylhexylglycerin, Iron Oxide Black, Adenosine, Silica For Heroes 02 Ryan Water, Titanium Dioxide, Isododecane, Dimethicone, Homosalate, Alcohol Denat., Methyl Trimethicone, Cyclopentasiloxane, Ethylhexyl Salicylate, Dipropylene Glycol, Caprylyl Methicone, Lauryl PEG-8 Dimethicone, Polymethylsilsesquioxane, Butylene Glycol, Niacinamide, Iron Oxide Yellow, PEG-10 Dimethicone, Cyclohexasiloxane, Disteardimonium Hectorite, Mica, HDI/Trimethylol Hexyllactone Crosspolymer, Sorbitan Sesquioleate, Magnesium Sulfate, Acrylates/Polytrimethylsiloxymethacrylate Copolymer, Triethoxycaprylylsilane, Iron Oxide Red, Aluminum Hydroxide, Dimethicone/Vinyl Dimethicone Crosspolymer, Caprylyl Glycol, Iron Oxide Black, Silica Dimethyl Silylate, Fragrance, Ethylhexylglycerin, Adenosine, Silica For Heroes 03 Jeffrey Water, Titanium Dioxide, Isododecane, Dimethicone, Homosalate, Alcohol Denat., Methyl Trimethicone, Cyclopentasiloxane, Ethylhexyl Salicylate, Dipropylene Glycol, Caprylyl Methicone, Lauryl PEG-8 Dimethicone, Iron Oxide Yellow, Butylene Glycol, Niacinamide, Polymethylsilsesquioxane, PEG-10 Dimethicone, Cyclohexasiloxane, Disteardimonium Hectorite, Mica, HDI/Trimethylol Hexyllactone Crosspolymer, Sorbitan Sesquioleate, Magnesium Sulfate, Acrylates/Polytrimethylsiloxymethacrylate Copolymer, Iron Oxide Red, Triethoxycaprylylsilane, Aluminum Hydroxide, Iron Oxide Black, Dimethicone/Vinyl Dimethicone Crosspolymer, Caprylyl Glycol, Silica Dimethyl Silylate, Fragrance, Ethylhexylglycerin, Adenosine, Silica For Heroes 04 Damien Water, Titanium Dioxide, Isododecane, Dimethicone, Homosalate, Alcohol Denat., Methyl Trimethicone, Cyclopentasiloxane, Ethylhexyl Salicylate, Dipropylene Glycol, Caprylyl Methicone, Iron Oxide Yellow, Lauryl PEG-8 Dimethicone, Butylene Glycol, Niacinamide, PEG-10 Dimethicone, Cyclohexasiloxane, Polymethylsilsesquioxane, Disteardimonium Hectorite, Mica, HDI/Trimethylol Hexyllactone Crosspolymer, Sorbitan Sesquioleate, Magnesium Sulfate, Acrylates/Polytrimethylsiloxymethacrylate Copolymer, Iron Oxide Red, Triethoxycaprylylsilane, Iron Oxide Black, Aluminum Hydroxide, Dimethicone/Vinyl Dimethicone Crosspolymer, Caprylyl Glycol, Silica Dimethyl Silylate, Fragrance, Ethylhexylglycerin, Adenosine, Silica For Heroes 05 Owen Water, Titanium Dioxide, Isododecane, Dimethicone, Homosalate, Alcohol Denat., Methyl Trimethicone, Cyclopentasiloxane, Ethylhexyl Salicylate, Dipropylene Glycol, Iron Oxide Yellow, Caprylyl Methicone, Lauryl PEG-8 Dimethicone, Butylene Glycol, Niacinamide, PEG-10 Dimethicone, Cyclohexasiloxane, Disteardimonium Hectorite, Mica, HDI/Trimethylol Hexyllactone Crosspolymer, Sorbitan Sesquioleate, Magnesium Sulfate, Iron Oxide Red, Acrylates/Polytrimethylsiloxymethacrylate Copolymer, Triethoxycaprylylsilane, Polymethylsilsesquioxane, Iron Oxide Black, Aluminum Hydroxide, Dimethicone/Vinyl Dimethicone Crosspolymer, Caprylyl Glycol, Silica Dimethyl Silylate, Fragrance, Ethylhexylglycerin, Adenosine, Silica<br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Do not use on eye areas. <br>2) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>3) Do not use on wounds or other affected areas. <br>4) Storage and handling instructions<br> a) Keep out of reach of children.<br> b) Keep away from direct sunlight.<br><br></td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-030-5454 (Toll free) Hours: 09:00â€“18:00 KST (Lunchtime 12:00â€“13:00) (Closed on weekends and holidays)</td></tr></tbody></table></div></div></div></div>","B.READY Blue Foundation is B.READY's top foundation for men, offering optimal coverage and a light, thin fit that adheres to the skin for a flawless look.This product comes with a sun protection factor of SPF 27 PA++.The much bevloed Level Up Foundation has been upgraded to the New B.READY Blue Foundation.",10,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
b-ready-blue-foundation-no-1-35ml,,,,,,,,,No.4,,,,,,,,,0.0,shopify,100,deny,manual,28.69,38.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/208137a5-d714-484c-a3c2-ac62659795f5_07ccac9f-b4a7-4596-8afd-1cd5760af780.jpg?v=1742859593,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
b-ready-blue-foundation-no-1-35ml,,,,,,,,,No.5,,,,,,,,,0.0,shopify,100,deny,manual,28.69,38.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
b-ready-blue-foundation-no-1-35ml,,,,,,,,,No.2,,,,,,,,,0.0,shopify,100,deny,manual,28.69,38.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
b-ready-blue-foundation-no-1-35ml,,,,,,,,,No.3,,,,,,,,,0.0,shopify,100,deny,manual,28.69,38.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
b-ready-true-tone-lotion-33ml-1-1-set,B.READY True Tone Lotion 33ml 1+1 Set,"",B.READY,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup,BB & CC Cream,"",true,Color,Airy,,,,,,,,,0.0,shopify,100,deny,manual,38.26,49.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/0b36ce8f-7f52-4053-869c-06599f8f8b34_6cd7ea85-5003-4208-af5d-7a5495dc0f92.jpg?v=1745971012,1,"",false,,,,,,,,,,,,,,,"Contains hyalurocalm5Xâ„¢, which is the unique skincare complex of B.READY for quick skin soothing and moisturizing.",,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/6c24d245-5f03-42be-b9c7-c613e09e0625.jpg?v=1742726788"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>33ml</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, 12 months after opening </td></tr><tr><th scope=""row"">How to Use</th> <td>1. Remove the stopper from the blue refill.<br>2. Align the two canisters at an angle and insert them fully.<br>3. Hold the top of the container and turn the bottom to the right.<br>4. Press the pump to dispense an appropriate amount. <br>5. After use, turn the container to the left to close for storage. </td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Cosvision Corp. / Amorepacific Corporation</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Homosalate, Butylene Glycol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Salicylate, Glycerin, Titanium Dioxide (CI 77891), Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, C12-15 Alkyl Benzoate, Diisopropyl Sebacate, Methyl Trimethicone, Terephthalylidene Dicamphor Sulfonic Acid, 1,2-Hexanediol, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hyaluronic Acid, Sodium Acetylated Hyaluronate, Potassium Cetyl Phosphate, Cetearyl Alcohol, Tromethamine, Iron Oxide Yellow, Glyceryl Stearate, Behenyl Alcohol, Trimethylsiloxysilicate, Polyacrylate Crosspolymer-6, Xanthan Gum, Sodium Polyacryloyldimethyl Taurate, Mica, Hydrogenated Lecithin, Iron Oxide Red, Poly C10-30 Alkyl Acrylate, Ethylhexylglycerin, Aluminum Hydroxide, Polyester-1, Stearic Acid, Silica Dimethyl Silylate, Polyglyceryl-3 Methylglucose Distearate, Triethoxycaprylylsilane, Palmitic Acid, Fragrance, Disodium EDTA, Adenosine, Iron Oxide Black, Ethanol, Chamomilla Recutita (Matricaria) Flower Extract, Myristic Acid, Propanediol, Lauric Acid, Malachite Extract, Tocopherol</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2) Do not use on wounds or other affected areas.<br>3) Storage and handling instructions<br>a) Keep out of reach of children.<br>b) Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-023-5454 (Toll free) Hours: 09:00â€“18:00 KST (Lunchtime 12:00â€“13:00) (Closed on weekends and holidays)</td></tr></tbody></table></div></div></div></div>",Completed clinical trial regarding improved skin look. Improves attractiveness of skin and reduces fatigue of skin.Provides smart coverage and helps with water-oil balance and skin soothing for 8 hours.Simply apply the lotion to do skincare and skin tone coverage and UV blockage as well.,1,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
b-ready-true-tone-lotion-33ml-1-1-set,,,,,,,,,Original,,,,,,,,,0.0,shopify,100,deny,manual,38.26,49.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/6624b2d4-b03e-4e26-b335-13e417e0a26a_b8e3b071-d8d6-433e-b8f5-f18d70dd4de6.jpg?v=1745985351,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
b-ready-true-tone-lotion-33ml-1-1-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/0bbdcb7a-6ab2-4d7a-bb66-207f98bec83e_8f1ce99e-a138-4046-a394-84a838ab8bf7.jpg?v=1745971033,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b-ready-true-tone-lotion-33ml-1-1-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/09a8adea-60c8-47b1-a75e-6e5f6fc8387d_e01dfb07-aa77-479f-87cd-0ded4f465e64.jpg?v=1745973235,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b-ready-true-tone-lotion-33ml-1-1-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/9bdb363f-afdc-4060-95e4-4a61d84e311e_ef800805-dcf1-4499-beb5-1ac1505c1494.jpg?v=1745973280,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b-ready-true-tone-lotion-33ml-1-1-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5f4524b3-7f4c-4ead-a654-989f7dbe2edf_557e0796-b3af-45de-bfb1-97f7471290df.jpg?v=1745971824,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b-ready-true-tone-lotion-33ml-1-1-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/51a6e6f9-933d-4951-9da0-1b1e6cb14e96_16f82080-8073-4402-8206-ec9bddfe8e62.jpg?v=1745973672,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ondo-skin-clotho-toner-150ml,ONDO SKIN CLOTHO TONER 150ml,"",ONDO,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,Toner,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,30.80,56.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4c148af9-dc72-491b-b2da-935bb0a0a7e9_69f2badb-9355-42fa-bf93-b4298aaeff8e.jpg?v=1742509130,1,"",false,,,,,,,,,,,,,,,"Clothoâ„¢: An all-in-one customized ingredient that combines the soothing and revitalizing energy of Centaurea Cyanus Flower Extract with microbiome support to promote skin health.Allantoin: A natural ingredient extracted from plants (EWG Grade 1) that is excellent for soothing the skin, making it ideal for sensitive and problem skin care.Niacinamide: A key ingredient that helps improve skin tone, reduce sebum production, and remove dead skin cells, making it highly effective for achieving bright and smooth skin texture.Adenosine: Enhances elasticity in tired skin, aids in wrinkle improvement, and revitalizes dull and lifeless skin.",,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4b5cfb4f-d154-42d7-940e-4ad6acf41dd0.jpg?v=1741770689"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>150ml, 5.07fl. oz</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months after manufacture (12 months after opening)</td></tr><tr><th scope=""row"">How to Use</th> <td>After cleansing, take an appropriate amount and gently apply along the skin texture, then lightly tap to help it absorb.</td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Aria Cosmetics Co., Ltd./Ondo Cosmetic Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>Republic Of Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Butylene Glycol, Niacinamide, Dipropylene Glycol, Glycerin, Methylpropanediol, Hydroxyethylcellulose, Centaurea Cyanus Flower Extract, Carbomer, Allantoin, Arginine, Polysorbate 20, Betaine, Adenosine, Disodium EDTA, Phenoxyethanol, Citrus Paradisi (Grapefruit) Peel Oil, Citrus Aurantium Bergamia (Bergamot) Peel Oil, Lactobacillus/Lycium Chinense FruitExtract Ferment Filtrate, Lactobacillus/Panax Ginseng RootExtract Ferment Filtrate,Bacillus/Houttuynia Cordata ExtractFerment Filtrate, Lactobacillus/Green Tea Ferment Filtrate, Glyceryl Caprylate</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>""1. If irritation such as redness, swelling, or itching occurs due to direct sunlight after use, consult a professional.<br>2. Avoid using on broken or damaged skin.<br>3. Storage and Handling:<br>- Keep out of reach of children.<br>- Store away from direct sunlight.<br>4. Take care to avoid contact with eyes, nose, or mouth during use.""</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.</td></tr><tr><th scope=""row"">Customer Service</th> <td>Ondo Cosmetic Call Center +82-1661-4320</td></tr></tbody></table></div></div></div></div>","It provides a refreshing sense of hydration, quickly soothes sensitive skin, and helps maintain the skin's natural health.",,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
ondo-skin-clotho-toner-150ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/04896446-42f6-4233-a70d-28ed2a8e75fb_081a82da-a4e6-4f17-84b6-71f5a85f655e.jpg?v=1742509130,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ondo-skin-clotho-eye-cream-35ml,Ondo Skin Clotho Eye Cream 35ml,"",ONDO,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,Spot Care,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,37.95,69.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/724dbc4f-ce8c-4ced-b1cb-71baad696b2f_85f1dc3f-06b7-442e-8455-f8e06750a0f5.jpg?v=1742509126,1,"",false,,,,,,,,,,,,,,,"Clothoâ„¢: An all-in-one customized ingredient that combines the soothing and revitalizing energy of cornflower extract with a microbiome to promote skin health.Niacinamide: Excellent for improving skin tone, reducing sebum production, and exfoliating, resulting in bright and smooth skin texture.Macadamia Seed Oil: Provides hydration without clogging pores and helps balance the skin's oil-moisture levels.Squalane: A powerful moisturizing and soothing ingredient for dry and aging skin caused by environmental factors like UV exposure.",,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/ee590d1c-3509-409a-97e5-03b969f3a2e1.jpg?v=1741770208"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>35ml, 1.18fl. oz</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months after manufacture (12 months after opening)</td></tr><tr><th scope=""row"">How to Use</th> <td>Take an appropriate amount and gently apply around the eyes or to the entire face, then lightly tap to help it absorb.</td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Aria Cosmetics Co., Ltd./ Ondo Cosmetic Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>Republic Of Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Glycerin, Butylene Glycol, Methyl Gluceth-20, Dimethicone, Cetyl Ethylhexanoate, Niacinamide, 1,2-Hexanediol, Squalane, Sorbitan Sesquioleate, Vitis Vinifera (Grape) Seed Oil, Macadamia Ternifolia Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Dimethyl Sulfone, Allantoin, Caprylic/Capric Triglyceride, Centella Asiatica Extract, Polysorbate 60, Cetearyl Olivate, Microcrystalline Wax, Sorbitan Olivate, Panthenol, Methylpropanediol, Glyceryl Stearate, Betaine, Copernicia Cerifera (Carnauba) Wax, Centaurea Cyanus Flower Extract, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Chlorphenesin, Phospholipids, Hydrogenated Lecithin, Diethoxyethyl Succinate, Adenosine, Disodium EDTA, Sorbitan Isostearate, Sodium Hyaluronate, Ceramide NP, Madecassoside, Rosmarinus Officinalis (Rosemary) Leaf Extract, Rosa Damascena Flower Water, Mentha Piperita (Peppermint) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Carica Papaya (Papaya) Fruit Water, PVP, Ethylhexylglycerin, Caprylyl Glycol, Citrus Paradisi (Grapefruit) Peel Oil, Citrus Aurantium Bergamia (Bergamot) Peel Oil, Lactobacillus/Lycium Chinense FruitExtract Ferment Filtrate, Lactobacillus/Panax Ginseng Root ExtractFerment Filtrate,Bacillus/Houttuynia Cordata ExtractFerment Filtrate, Lactobacillus/Green Tea Ferment Filtrate, Glyceryl Caprylate</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. If irritation such as redness, swelling, or itching occurs due to direct sunlight after use, consult a professional.<br>2. Avoid using on broken or damaged skin.<br>3. Storage and Handling:<br>- Keep out of reach of children.<br>- Store away from direct sunlight.<br>4. Take care to avoid contact with eyes, nose, or mouth during use</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.</td></tr><tr><th scope=""row"">Customer Service</th> <td>Ondo Cosmetic Call Center +82-1661-4320</td></tr></tbody></table></div></div></div></div>","Helps nourish dull and sagging skin around the eyes and face, improving the appearance of fine lines and darkening.",,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
ondo-skin-clotho-eye-cream-35ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/3570f902-4e9f-4975-8705-44873840f593_f9401753-4725-4c71-9b08-1147b7948429.jpg?v=1742509126,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
